"Chr","Start","End","Conc","Conc_liver","Conc_colon","Fold","p-value","FDR"
"chr11",61129039,61130325,3.74,4.02,3.39,0.63,0.00769,1
"chr6",85483309,85484887,3.55,3.91,3.08,0.83,0.00771,1
"chr4",169408088,169408963,2.88,3.26,2.35,0.91,0.00772,1
"chr1",61522554,61523894,3.04,3.39,2.58,0.81,0.00776,1
"chr16",74700387,74701103,3.13,3.51,2.61,0.9,0.00776,1
"chr2",174828403,174830624,5.45,5.64,5.23,0.41,0.00777,1
"chr5",36875920,36877831,5.17,5.32,4.99,0.33,0.00777,1
"chr6",25279027,25280138,3.88,4.15,3.55,0.6,0.00778,1
"chr8",75262326,75263140,4.04,4.37,3.62,0.75,0.00778,1
"chr6",80246272,80247491,3.85,4.13,3.51,0.62,0.0078,1
"chr14",81407584,81408436,3.85,4.13,3.5,0.63,0.00782,1
"chr15",59980929,59982267,3.97,4.29,3.56,0.72,0.00782,1
"chr11",100646978,100649031,3.42,3.71,3.05,0.66,0.00783,1
"chr10",64892715,64893750,3.65,3.93,3.3,0.63,0.00783,1
"chr5",41903928,41904697,4.32,4.58,4,0.58,0.00783,1
"chr6",26020435,26022267,3.74,4.02,3.4,0.62,0.0079,1
"chr15",90776581,90777624,4.01,4.31,3.63,0.68,0.00791,1
"chr3",156543409,156544815,4.18,4.48,3.81,0.67,0.00791,1
"chr7",134331158,134332279,4.14,4.43,3.78,0.65,0.00791,1
"chr10",60144708,60145734,3.9,4.21,3.5,0.71,0.00792,1
"chr10",120863320,120864331,4.1,4.32,3.85,0.47,0.00793,1
"chr2",206949080,206951091,5.17,5.34,4.97,0.37,0.00793,1
"chrX",3732487,3734664,3.98,4.23,3.69,0.54,0.00797,1
"chr4",13485330,13486760,4.4,4.68,4.04,0.64,0.00798,1
"chr8",104510760,104512233,4.64,4.91,4.3,0.61,0.00801,1
"chr10",115613631,115615233,4.08,4.35,3.75,0.6,0.00804,1
"chr10",103577278,103578769,4.44,4.69,4.14,0.54,0.00804,1
"chr10",118764035,118765531,4.85,5.12,4.52,0.6,0.00806,1
"chr2",152266039,152267207,4.06,4.41,3.61,0.8,0.00808,1
"chr2",178128132,178130200,4.65,4.9,4.35,0.56,0.00809,1
"chr5",911896,913111,3.77,4.09,3.36,0.73,0.0081,1
"chr1",61542467,61543937,4.28,4.48,4.05,0.42,0.00812,1
"chr12",27863268,27864564,3.2,3.56,2.73,0.83,0.00812,1
"chr2",54342461,54343269,3.66,3.91,3.36,0.55,0.00816,1
"chr4",186317068,186318184,4.14,4.43,3.79,0.64,0.00816,1
"chr9",123630756,123631584,4.24,4.46,3.98,0.49,0.00818,1
"chr3",112280042,112281460,4.47,4.72,4.17,0.55,0.00818,1
"chr4",155547344,155548351,3.16,3.55,2.62,0.93,0.00819,1
"chr1",181057298,181059715,4.58,4.76,4.37,0.4,0.00819,1
"chr3",98311930,98312866,4.23,4.47,3.94,0.52,0.0082,1
"chrX",53122317,53123689,3.22,3.62,2.68,0.93,0.0082,1
"chr6",146055876,146057091,4.52,4.8,4.18,0.63,0.00822,1
"chr7",104583884,104585974,3.91,4.23,3.51,0.72,0.00823,1
"chr12",69139670,69140631,3.81,4.05,3.51,0.54,0.00826,1
"chr12",64615385,64616535,4.02,4.2,3.81,0.39,0.00829,1
"chr3",28282736,28283530,3.84,4.12,3.49,0.63,0.00833,1
"chr19",50269571,50270448,4.05,4.36,3.66,0.7,0.00834,1
"chr4",119512550,119513728,3.16,3.53,2.67,0.87,0.00834,1
"chr6",117803389,117804622,4.7,4.96,4.38,0.58,0.00834,1
"chr11",122932249,122933589,4.73,4.98,4.43,0.55,0.00834,1
"chr7",154719387,154721071,3.62,3.96,3.18,0.78,0.00835,1
"chr2",106809327,106811218,4.29,4.59,3.92,0.66,0.00836,1
"chr6",11093530,11094650,4.54,4.79,4.23,0.56,0.00837,1
"chr2",24306649,24307922,4.46,4.74,4.1,0.65,0.00838,1
"chr16",74640311,74641323,3.32,3.56,3.02,0.54,0.00838,1
"chr5",107716286,107718380,5.11,5.34,4.83,0.5,0.00839,1
"chr10",92980040,92980880,3.62,3.9,3.26,0.65,0.0084,1
"chr6",105307320,105308107,4.01,4.19,3.8,0.39,0.00841,1
"chr2",219575351,219576133,3.21,3.54,2.79,0.74,0.00843,1
"chr4",13628831,13629842,4.08,4.29,3.83,0.46,0.00844,1
"chr10",116697666,116698433,3.52,3.78,3.21,0.57,0.00844,1
"chr3",38178216,38180357,4.67,4.95,4.31,0.64,0.00846,1
"chr14",36277445,36278711,3.52,3.8,3.17,0.64,0.00848,1
"chr18",657251,658785,3.9,4.19,3.54,0.65,0.0085,1
"chr1",53685571,53686566,3.71,4.02,3.31,0.71,0.00851,1
"chr16",10837502,10838385,4.17,4.38,3.92,0.46,0.00852,1
"chr7",127031892,127033215,4.61,4.83,4.36,0.47,0.00854,1
"chr1",180600790,180601821,4.47,4.64,4.27,0.37,0.00855,1
"chr12",125670566,125671383,3.61,3.87,3.3,0.57,0.00855,1
"chr17",25659462,25660430,4.19,4.47,3.85,0.62,0.00855,1
"chr12",104680011,104681184,3.63,3.93,3.26,0.66,0.00858,1
"chr8",23539720,23540786,3.4,3.76,2.93,0.82,0.00859,1
"chr7",6616767,6617675,2.92,3.28,2.44,0.84,0.00866,1
"chr9",77702699,77703813,4.9,5.16,4.59,0.57,0.00871,1
"chr4",166128238,166129267,3.94,4.18,3.64,0.54,0.00871,1
"chr8",94752595,94753648,3.99,4.24,3.69,0.55,0.00872,1
"chr2",219866585,219868125,3.69,4,3.3,0.7,0.00872,1
"chr5",54733913,54734706,2.77,3.12,2.32,0.8,0.00873,1
"chr1",169862512,169863679,4.53,4.78,4.21,0.58,0.00876,1
"chr1",85741838,85742730,4.55,4.86,4.15,0.71,0.00878,1
"chr10",27149051,27150384,4.53,4.73,4.31,0.41,0.0088,1
"chr2",133104570,133105313,3.92,4.22,3.53,0.69,0.00883,1
"chr10",104952252,104954122,4.1,4.35,3.8,0.55,0.00883,1
"chr6",28863380,28865047,3.45,3.73,3.1,0.64,0.00886,1
"chr5",119793534,119794376,3.23,3.6,2.74,0.86,0.00888,1
"chr7",75543680,75544777,3.41,3.72,3.03,0.69,0.0089,1
"chr19",50831934,50833011,4.11,4.33,3.85,0.48,0.0089,1
"chr8",124285997,124287579,5.13,5.39,4.81,0.58,0.00892,1
"chr2",153191395,153193379,4.32,4.63,3.92,0.71,0.00893,1
"chr11",82996658,82997989,4.78,5.09,4.39,0.7,0.00895,1
"chr1",206137209,206138717,3.6,3.93,3.17,0.76,0.00897,1
"chr1",235667103,235668865,4.86,5.09,4.6,0.49,0.00898,1
"chr10",38299232,38300282,4.45,4.7,4.13,0.57,0.00898,1
"chr4",3956535,3958232,4.33,4.56,4.04,0.52,0.00901,1
"chr11",57479157,57480289,4.61,4.87,4.29,0.58,0.00901,1
"chr3",42641679,42642909,4.2,4.45,3.91,0.53,0.00903,1
"chr10",126605048,126606298,4.66,4.89,4.38,0.51,0.00904,1
"chr5",145582661,145583571,4.54,4.78,4.26,0.52,0.00909,1
"chr2",24712961,24714701,4.18,4.39,3.93,0.47,0.0091,1
"chrX",24711558,24712268,3.32,3.72,2.75,0.97,0.00912,1
"chr6",90539099,90539999,3.95,4.2,3.65,0.56,0.00914,1
"chr9",84304227,84305173,4.65,4.9,4.35,0.55,0.00916,1
"chr7",138665825,138666775,3.87,4.18,3.49,0.69,0.0092,1
"chr11",17297787,17298688,4,4.24,3.71,0.53,0.00921,1
"chr4",118954008,118955666,3.93,4.29,3.46,0.83,0.00923,1
"chr16",89307109,89307936,3.01,3.36,2.55,0.81,0.00924,1
"chr1",235291626,235292481,3.13,3.55,2.53,1.02,0.00924,1
"chr4",78977389,78979197,4.09,4.37,3.73,0.64,0.00926,1
"chr12",25538381,25539615,3.85,4.17,3.43,0.74,0.00926,1
"chr3",73045622,73047088,3.93,4.22,3.58,0.64,0.00927,1
"chrX",119694248,119695679,3.69,3.95,3.38,0.57,0.00929,1
"chr20",21105917,21107032,4.07,4.34,3.74,0.6,0.0093,1
"chr7",138719855,138721136,4.05,4.27,3.79,0.49,0.00932,1
"chr2",172016265,172017806,4.4,4.61,4.16,0.46,0.00932,1
"chr4",141444849,141445814,4.14,4.46,3.72,0.74,0.00934,1
"chr5",154061978,154062952,4.09,4.36,3.77,0.6,0.00936,1
"chr1",93810826,93812455,3.36,3.63,3.02,0.61,0.00936,1
"chr2",33823730,33824868,4.69,4.89,4.44,0.45,0.0094,1
"chr2",64680247,64682083,4.35,4.54,4.13,0.41,0.00943,1
"chr7",102789343,102790247,3.28,3.58,2.91,0.68,0.00946,1
"chr17",34900023,34901813,4.62,4.8,4.43,0.37,0.00949,1
"chr3",179370261,179372085,4.13,4.41,3.78,0.63,0.00949,1
"chr6",112407918,112409061,3.56,3.91,3.1,0.81,0.00952,1
"chr8",81083254,81084115,4.21,4.51,3.84,0.67,0.00953,1
"chr7",151722464,151723222,3.53,3.8,3.19,0.61,0.00956,1
"chr3",72495655,72496656,4.22,4.39,4.04,0.36,0.00957,1
"chr2",187454290,187455293,4.15,4.43,3.81,0.62,0.00957,1
"chr6",54711003,54712304,3.54,3.87,3.13,0.74,0.00961,1
"chr18",74203052,74205270,4.11,4.35,3.83,0.52,0.00964,1
"chr8",82598110,82598839,3.87,4.2,3.44,0.76,0.00966,1
"chr3",49506942,49508253,4.48,4.74,4.16,0.58,0.00968,1
"chr7",87563166,87564228,3.95,4.21,3.63,0.58,0.00968,1
"chr4",100009441,100010811,3.4,3.79,2.87,0.92,0.0097,1
"chr17",22020542,22023992,4,4.16,3.82,0.35,0.00971,1
"chr3",51428081,51429665,4.02,4.2,3.81,0.38,0.00972,1
"chr8",42248830,42249961,3.84,4.13,3.47,0.67,0.0098,1
"chr6",118971680,118973157,4.54,4.77,4.26,0.51,0.00982,1
"chr4",140003953,140005765,5.24,5.39,5.09,0.3,0.00982,1
"chr3",10289747,10291093,3.62,3.92,3.23,0.69,0.00982,1
"chr7",7605986,7606942,3.68,3.93,3.39,0.55,0.00984,1
"chr3",53527827,53528829,3.28,3.59,2.89,0.7,0.00985,1
"chr6",149067341,149069335,4.52,4.79,4.2,0.6,0.00986,1
"chr3",139396194,139397110,4.04,4.32,3.7,0.62,0.00989,1
"chr3",113774958,113776035,3.96,4.2,3.66,0.55,0.0099,1
"chr6",133134474,133136363,4.03,4.3,3.7,0.6,0.00991,1
"chr4",154125326,154127439,4.26,4.5,3.99,0.51,0.00992,1
"chr11",118991870,118992556,3.52,3.8,3.17,0.63,0.00993,1
"chr10",120788148,120790361,4.5,4.7,4.26,0.44,0.00995,1
"chr5",169010427,169011356,3.54,3.85,3.14,0.71,0.00995,1
"chr9",88896697,88898023,4.21,4.5,3.85,0.65,0.01,1
"chr1",32800070,32802138,4.29,4.49,4.06,0.43,0.01,1
"chr3",98241120,98242181,4.9,5.14,4.61,0.53,0.01,1
"chr2",162016574,162017758,3.64,3.92,3.28,0.64,0.01,1
"chr17",42200683,42201654,3.6,3.89,3.23,0.66,0.01,1
"chr10",111969634,111971332,4.89,5.08,4.68,0.39,0.01,1
"chr4",38869022,38870035,3.57,3.86,3.2,0.66,0.0101,1
"chr7",105162021,105162995,4.16,4.4,3.87,0.52,0.0101,1
"chr13",77600366,77601652,4.3,4.57,3.97,0.6,0.0102,1
"chr14",24583057,24584566,4.6,4.84,4.31,0.53,0.0102,1
"chr13",22244063,22245457,3.53,3.83,3.16,0.66,0.0102,1
"chr2",190648471,190649660,4.29,4.53,3.99,0.54,0.0103,1
"chr1",222987765,222988802,3.03,3.38,2.57,0.81,0.0103,1
"chr12",125549601,125550567,3.62,3.88,3.3,0.58,0.0103,1
"chr17",75954394,75955330,3.83,4.03,3.61,0.42,0.0103,1
"chr11",9634685,9636106,3.72,4.02,3.33,0.69,0.0103,1
"chr1",9969911,9971068,4.47,4.74,4.14,0.59,0.0103,1
"chr9",88713874,88715165,3.59,3.84,3.3,0.54,0.0103,1
"chr14",76127067,76127948,4.04,4.29,3.73,0.56,0.0103,1
"chr16",4664167,4665240,3.62,3.89,3.3,0.58,0.0104,1
"chr15",101142179,101143460,4.76,4.99,4.49,0.5,0.0104,1
"chr3",120460956,120461836,3.99,4.27,3.64,0.63,0.0104,1
"chr6",30293631,30295201,4.23,4.42,4.02,0.4,0.0104,1
"chr5",89769577,89770899,4.12,4.41,3.76,0.65,0.0104,1
"chr16",72126939,72128220,4.24,4.54,3.87,0.67,0.0104,1
"chr11",10772298,10773144,3.06,3.35,2.69,0.65,0.0104,1
"chr4",141071620,141073436,4.48,4.67,4.25,0.42,0.0105,1
"chr1",211687292,211689238,4.49,4.76,4.17,0.59,0.0105,1
"chr10",131761719,131762849,4.17,4.23,4.1,0.13,0.0105,1
"chr10",15001136,15002752,4.09,4.36,3.77,0.59,0.0105,1
"chr10",101491608,101492749,4.48,4.76,4.14,0.62,0.0105,1
"chr14",102414002,102415255,3.91,4.23,3.51,0.72,0.0105,1
"chr1",249119704,249121133,4.53,4.83,4.15,0.68,0.0106,1
"chr2",47402175,47404228,4.01,4.27,3.7,0.57,0.0106,1
"chr16",89786973,89789165,4.71,4.98,4.38,0.6,0.0106,1
"chr14",69255701,69257036,3.32,3.55,3.05,0.51,0.0106,1
"chr4",144256973,144258448,4.17,4.42,3.87,0.55,0.0106,1
"chr4",42658686,42659772,4.39,4.69,4.01,0.68,0.0106,1
"chr5",150460046,150460966,4.02,4.35,3.58,0.78,0.0106,1
"chr3",136580668,136581842,4.36,4.6,4.07,0.53,0.0106,1
"chr4",106394393,106395569,4.26,4.59,3.82,0.77,0.0107,1
"chr19",17622138,17623257,3.58,3.83,3.27,0.55,0.0107,1
"chr5",118787944,118788831,3.63,3.95,3.21,0.73,0.0107,1
"chr4",100870250,100872039,4.51,4.78,4.18,0.6,0.0108,1
"chr2",21021812,21023107,3.57,3.86,3.2,0.66,0.0108,1
"chr20",34203777,34205217,4.09,4.33,3.79,0.55,0.0108,1
"chr11",107798753,107799550,2.99,3.35,2.52,0.83,0.0108,1
"chr15",25683175,25685019,4.52,4.81,4.15,0.66,0.0108,1
"chr5",95296546,95298080,5,5.26,4.69,0.57,0.0109,1
"chr3",3221105,3221715,3.68,3.95,3.34,0.62,0.0109,1
"chr8",80695669,80696678,3.81,4.08,3.49,0.58,0.0109,1
"chr1",215740202,215741552,4.06,4.36,3.67,0.69,0.0109,1
"chr10",120101355,120102136,3.48,3.82,3.04,0.78,0.0109,1
"chr18",74843175,74845044,4.05,4.41,3.58,0.83,0.011,1
"chr1",90097885,90099330,4.38,4.66,4.04,0.62,0.011,1
"chr9",80645761,80647456,4.38,4.62,4.09,0.53,0.011,1
"chr4",130014425,130015097,3.9,4.17,3.58,0.6,0.0111,1
"chr8",62626650,62627613,4.36,4.66,3.98,0.68,0.0111,1
"chr17",56594902,56596246,5.13,5.38,4.82,0.56,0.0111,1
"chr9",85833956,85835121,3.36,3.72,2.87,0.85,0.0111,1
"chr5",151150565,151151865,5.36,5.64,5.02,0.62,0.0112,1
"chr2",72371804,72372792,3.2,3.55,2.73,0.81,0.0112,1
"chr3",169755305,169756703,4.01,4.25,3.74,0.51,0.0112,1
"chr10",88470645,88472031,3.94,4.22,3.6,0.62,0.0112,1
"chr13",98628074,98629382,4.54,4.76,4.28,0.48,0.0112,1
"chr3",119216997,119217858,3.43,3.78,2.96,0.82,0.0112,1
"chr12",96336042,96337459,4.02,4.32,3.64,0.68,0.0113,1
"chr15",90895172,90896030,2.95,3.34,2.42,0.92,0.0113,1
"chr15",65809585,65810397,2.8,3.18,2.26,0.92,0.0114,1
"chr6",168226363,168228635,4.24,4.51,3.89,0.62,0.0114,1
"chr1",11159300,11160163,2.88,3.19,2.5,0.69,0.0114,1
"chr12",1702026,1704286,4.54,4.64,4.43,0.21,0.0114,1
"chr19",57831500,57832283,3.08,3.44,2.59,0.85,0.0114,1
"chr5",108063251,108064363,3.8,4.05,3.5,0.55,0.0115,1
"chr7",6522669,6524142,3.42,3.69,3.08,0.61,0.0115,1
"chr12",21654106,21655151,3.86,4.12,3.55,0.56,0.0115,1
"chr21",27106964,27108258,4.63,4.81,4.43,0.38,0.0115,1
"chr16",31225241,31227011,3.8,4.08,3.46,0.63,0.0115,1
"chr10",22291862,22292974,4.04,4.23,3.82,0.42,0.0115,1
"chr1",115299748,115300950,4.45,4.62,4.26,0.36,0.0115,1
"chr19",58986960,58987867,3.78,3.99,3.54,0.45,0.0115,1
"chr10",38691358,38692537,3.9,4.21,3.51,0.69,0.0116,1
"chr5",150536805,150538103,3.59,3.93,3.13,0.8,0.0116,1
"chr16",25117935,25118682,3.1,3.5,2.54,0.96,0.0116,1
"chr12",1099887,1100806,3.17,3.52,2.7,0.83,0.0116,1
"chr10",70091254,70092681,3.7,4.01,3.31,0.7,0.0116,1
"chr11",130318141,130319426,3.32,3.64,2.91,0.74,0.0116,1
"chr9",34376193,34377305,4.05,4.26,3.8,0.46,0.0117,1
"chr12",95867404,95868179,3.52,3.87,3.06,0.81,0.0117,1
"chr1",87169953,87171075,4.3,4.54,4.01,0.53,0.0117,1
"chr12",104457628,104458785,3.87,4.06,3.65,0.41,0.0117,1
"chr1",223894725,223895915,3.55,3.88,3.1,0.78,0.0117,1
"chr15",59225264,59226403,3.6,3.9,3.21,0.69,0.0117,1
"chr16",50058694,50059577,3.89,4.17,3.55,0.62,0.0117,1
"chr8",94766732,94767573,3.42,3.71,3.06,0.65,0.0118,1
"chr9",96327835,96329409,3.2,3.55,2.73,0.82,0.0118,1
"chr4",166033420,166034550,4.65,4.92,4.3,0.62,0.0118,1
"chr2",201827737,201828729,3.93,4.16,3.65,0.51,0.0118,1
"chr10",111682680,111683600,4.29,4.48,4.08,0.41,0.0118,1
"chrX",134185419,134186618,3.07,3.39,2.65,0.73,0.0119,1
"chr1",209957662,209958366,3.53,3.88,3.09,0.79,0.0119,1
"chr3",169684091,169685310,3.81,4.06,3.51,0.55,0.0119,1
"chr12",113658663,113659482,4.25,4.49,3.96,0.53,0.0119,1
"chr7",6143882,6144805,4.4,4.6,4.16,0.44,0.012,1
"chr18",71814838,71815951,4.27,4.54,3.94,0.59,0.012,1
"chr7",135661477,135662722,4.2,4.47,3.87,0.6,0.012,1
"chr14",53417207,53418586,3.71,3.94,3.43,0.51,0.0121,1
"chr8",11659759,11660728,4.14,4.35,3.91,0.44,0.0121,1
"chr8",124253006,124253933,3.71,4.05,3.27,0.77,0.0121,1
"chr11",126173614,126174411,3.5,3.8,3.12,0.68,0.0121,1
"chr9",74979165,74980939,4.6,4.84,4.31,0.54,0.0121,1
"chr6",31830447,31831755,3.49,3.85,3.02,0.83,0.0121,1
"chr4",125633069,125634785,4.92,5.2,4.58,0.61,0.0122,1
"chr2",73297700,73299085,4.41,4.61,4.17,0.44,0.0122,1
"chr15",59062985,59064553,4.25,4.51,3.94,0.56,0.0122,1
"chr4",185746571,185747526,3.69,3.88,3.46,0.43,0.0122,1
"chr3",32543665,32544538,2.92,3.32,2.36,0.96,0.0122,1
"chr9",15510121,15511476,4.09,4.3,3.85,0.45,0.0123,1
"chr3",32290077,32291186,2.63,3.11,1.93,1.18,0.0123,1
"chr10",101190107,101191175,4.72,4.99,4.37,0.62,0.0123,1
"chr10",105531539,105532736,3.67,3.96,3.31,0.65,0.0123,1
"chr4",119199465,119200394,3.65,3.92,3.3,0.62,0.0123,1
"chr5",118405948,118407373,4.9,5.15,4.58,0.57,0.0123,1
"chr14",20810821,20812043,4.27,4.54,3.94,0.6,0.0123,1
"chr5",175788175,175789169,3.05,3.45,2.5,0.95,0.0124,1
"chr10",102728810,102730266,3.62,3.9,3.26,0.64,0.0124,1
"chr10",7829713,7830765,3.84,4.14,3.47,0.67,0.0124,1
"chr5",133339824,133341499,4.17,4.42,3.85,0.57,0.0124,1
"chr19",14116483,14117893,4.57,4.72,4.42,0.3,0.0124,1
"chr9",132222545,132223282,3.44,3.61,3.24,0.37,0.0124,1
"chr9",123638086,123639912,3.85,4.07,3.59,0.47,0.0125,1
"chr1",114447215,114448360,4.47,4.67,4.23,0.44,0.0125,1
"chr7",97910284,97911421,3.95,4.23,3.6,0.63,0.0125,1
"chr3",37284340,37285948,3.79,4.04,3.49,0.55,0.0125,1
"chr4",106067320,106068247,3.92,4.16,3.64,0.53,0.0125,1
"chr6",130030812,130032463,3.04,3.36,2.61,0.76,0.0125,1
"chr15",93443273,93443890,3.63,3.77,3.48,0.29,0.0126,1
"chr7",2883475,2884497,4.28,4.52,3.99,0.53,0.0127,1
"chr1",8021288,8022154,3.54,3.77,3.28,0.48,0.0127,1
"chr10",121355376,121357023,5.19,5.44,4.9,0.54,0.0127,1
"chr6",46458721,46459939,3.52,3.81,3.15,0.67,0.0127,1
"chr1",169336800,169337854,3.74,3.99,3.44,0.56,0.0128,1
"chr8",101224992,101225966,4.26,4.53,3.95,0.58,0.0128,1
"chr7",149535085,149536289,4.47,4.71,4.17,0.55,0.0129,1
"chr4",183845785,183846851,2.97,3.4,2.35,1.05,0.0129,1
"chr16",75142785,75145538,3.88,4.15,3.54,0.61,0.0129,1
"chr4",140476361,140478565,4.4,4.69,4.02,0.67,0.0131,1
"chr5",93446900,93447657,3.4,3.73,2.96,0.78,0.0131,1
"chr8",28269202,28269904,3.14,3.49,2.68,0.81,0.0131,1
"chr3",137833372,137834792,4.18,4.43,3.89,0.54,0.0131,1
"chr4",88311358,88312880,3.35,3.66,2.94,0.72,0.0131,1
"chr16",75497815,75498974,4.46,4.69,4.19,0.5,0.0131,1
"chr2",20850349,20851423,4.05,4.29,3.78,0.51,0.0131,1
"chr3",100210892,100211630,3.76,4.03,3.43,0.6,0.0131,1
"chr4",115519369,115521372,3.94,4.25,3.56,0.69,0.0131,1
"chr13",50017906,50018993,4.37,4.66,4,0.66,0.0132,1
"chr19",21511662,21512696,3.05,3.46,2.47,0.98,0.0132,1
"chr3",125634420,125635696,4.43,4.63,4.19,0.45,0.0133,1
"chr14",77923548,77925537,4.43,4.68,4.12,0.56,0.0133,1
"chr18",53256846,53257287,2.37,2.54,2.19,0.34,0.0134,1
"chr12",44229266,44230378,3.41,3.72,3.01,0.71,0.0134,1
"chr12",34174925,34175782,3.24,3.6,2.75,0.85,0.0134,1
"chr4",153700285,153701696,4.4,4.65,4.09,0.57,0.0134,1
"chr3",113414825,113415993,4.78,5,4.51,0.48,0.0134,1
"chr20",13618954,13620041,3.99,4.25,3.68,0.57,0.0134,1
"chr4",71767583,71768651,3.47,3.86,2.93,0.93,0.0135,1
"chr12",89745813,89748169,5.34,5.53,5.13,0.4,0.0135,1
"chr8",2074871,2075920,3.46,3.74,3.1,0.63,0.0135,1
"chr6",150920793,150922213,3.75,3.99,3.45,0.54,0.0135,1
"chr10",105991437,105992490,4.18,4.45,3.85,0.6,0.0136,1
"chr4",140097380,140099572,5.1,5.37,4.78,0.59,0.0136,1
"chr1",242010953,242011731,3.59,3.89,3.23,0.66,0.0136,1
"chr7",56118938,56119714,4.2,4.44,3.91,0.53,0.0136,1
"chr8",107620236,107621251,3.1,3.47,2.61,0.86,0.0136,1
"chr11",57102747,57103602,3.03,3.32,2.66,0.66,0.0136,1
"chr3",121467914,121469026,4.2,4.5,3.82,0.68,0.0137,1
"chr1",70670714,70671941,3.4,3.7,3.02,0.68,0.0137,1
"chr5",122758644,122759568,3.83,4.12,3.47,0.66,0.0137,1
"chr2",171785288,171786928,4.48,4.75,4.14,0.61,0.0137,1
"chr10",32635074,32636478,5.11,5.23,4.99,0.24,0.0137,1
"chr2",26256169,26257561,4.74,4.9,4.56,0.34,0.0137,1
"chr3",167967104,167968113,3.27,3.64,2.76,0.88,0.0137,1
"chr7",141401392,141402322,3.91,4.14,3.64,0.5,0.0137,1
"chr11",47574236,47575120,3.88,4.09,3.63,0.46,0.0138,1
"chr1",91966238,91967301,3.51,3.8,3.14,0.66,0.0138,1
"chr5",175874903,175875790,3.54,3.72,3.33,0.39,0.0138,1
"chr4",143767064,143768830,3.43,3.75,3.02,0.73,0.0138,1
"chr3",32147693,32148736,4.3,4.55,4.01,0.55,0.0138,1
"chr3",189838215,189839054,2.69,3.09,2.13,0.96,0.0138,1
"chr20",6103355,6105080,3.71,4.05,3.26,0.79,0.0138,1
"chr5",40834458,40836269,3.78,4.14,3.32,0.82,0.0139,1
"chr2",3605602,3606506,4.33,4.57,4.04,0.53,0.0139,1
"chr3",40494271,40495202,4,4.21,3.76,0.45,0.0139,1
"chr8",117767645,117768385,3.13,3.42,2.76,0.66,0.0139,1
"chrX",53710581,53711540,3.61,3.9,3.24,0.66,0.0139,1
"chr7",134001165,134002165,4.23,4.45,3.98,0.47,0.0139,1
"chr7",86688605,86689428,4.02,4.26,3.74,0.51,0.014,1
"chr2",113913972,113915559,3.3,3.67,2.79,0.89,0.014,1
"chr1",8085275,8087175,4.02,4.27,3.72,0.55,0.014,1
"chr16",77245950,77248082,4.84,5.11,4.5,0.61,0.014,1
"chr10",62703124,62704648,3.37,3.69,2.96,0.73,0.0141,1
"chr9",107509684,107511043,4.19,4.51,3.77,0.74,0.0141,1
"chr4",161240040,161241221,3.11,3.57,2.44,1.13,0.0141,1
"chr2",92305652,92310746,3.68,3.96,3.34,0.61,0.0141,1
"chr16",53536665,53537895,4.84,5.08,4.55,0.53,0.0142,1
"chr10",31607137,31608645,4.23,4.45,3.97,0.48,0.0142,1
"chr4",152681906,152682642,3.32,3.6,2.96,0.64,0.0142,1
"chr7",148892110,148894095,4.59,4.75,4.41,0.34,0.0142,1
"chr5",36151043,36152607,4.2,4.48,3.86,0.61,0.0142,1
"chrX",131156291,131158297,3.82,4.09,3.48,0.61,0.0142,1
"chrX",150066345,150067674,3.76,3.99,3.47,0.52,0.0142,1
"chr1",241682367,241683414,4.53,4.82,4.16,0.66,0.0143,1
"chr5",99870717,99871817,3.39,3.64,3.08,0.56,0.0143,1
"chr12",111051569,111052195,3.11,3.34,2.83,0.5,0.0143,1
"chr4",1340126,1341463,4.41,4.63,4.15,0.48,0.0143,1
"chr7",140714083,140715129,3.77,4.08,3.38,0.7,0.0143,1
"chr14",58666427,58667299,3.56,3.82,3.24,0.58,0.0143,1
"chrX",49643517,49645393,4,4.12,3.87,0.25,0.0144,1
"chr4",120987571,120988728,4.29,4.56,3.95,0.6,0.0144,1
"chr7",94138858,94140064,3.93,4.04,3.8,0.25,0.0144,1
"chr8",94712400,94713347,4.02,4.27,3.72,0.55,0.0144,1
"chrX",24167546,24168719,4.31,4.46,4.14,0.32,0.0144,1
"chr13",41634266,41636345,4.51,4.79,4.17,0.62,0.0144,1
"chr9",101983760,101984922,4.06,4.3,3.78,0.52,0.0144,1
"chr9",125693273,125694201,4.2,4.37,4,0.37,0.0145,1
"chr1",166135125,166137182,4.13,4.28,3.96,0.32,0.0145,1
"chr17",36507415,36508541,4.26,4.39,4.11,0.28,0.0145,1
"chr9",125674790,125675911,2.89,3.29,2.33,0.96,0.0146,1
"chr3",14165670,14167537,4.41,4.67,4.11,0.56,0.0146,1
"chr6",119214956,119216449,4.64,4.83,4.41,0.43,0.0146,1
"chr16",2801880,2803114,3.5,3.79,3.13,0.66,0.0147,1
"chr9",19408588,19409848,3.87,4.13,3.55,0.58,0.0147,1
"chr12",116971009,116972544,3.4,3.66,3.08,0.58,0.0147,1
"chr1",247094438,247095799,4.47,4.75,4.12,0.62,0.0148,1
"chr15",100881479,100882643,4.24,4.49,3.92,0.57,0.0148,1
"chr21",40752071,40753214,3.36,3.65,2.99,0.65,0.0148,1
"chr1",161500073,161501212,2.8,3.2,2.26,0.94,0.0148,1
"chr1",231556804,231558503,4.41,4.7,4.05,0.65,0.0148,1
"chr7",577793,579874,3.78,4.06,3.43,0.62,0.0148,1
