"combineID"	"logFC"	"P.Value"	"adj.P.Val"	"Gene.symbol"	"GSE41258"	"GSE14297"	"GSE35834"
"gene_784"	2.07583825152629	2.70653010289557e-05	0.00185175868676292	"ALDOB"	"211357_s_at"	6560273	"229_at"
"gene_2238"	-1.53497427038387	2.76901322511446e-05	0.00188593606626348	"CA4"	"206208_at"	3990296	"762_at"
"gene_3694"	-0.626989380836691	2.80419152980007e-05	0.00190129238317795	"COL6A2"	"213290_at"	5670468	"1292_at"
"gene_7113"	-1.59039194189612	3.06135149203074e-05	0.00205995056070099	"GREM1"	"218468_s_at"	6450168	"26585_at"
"gene_2158"	-0.555804323798891	3.06556554342959e-05	0.00205995056070099	"BTNL3"	"217207_s_at"	3180082	"10917_at"
"gene_4311"	1.12376134159764	3.18578181785959e-05	0.00213121724099656	"CYP3A4"	"205998_x_at"	6110497	"1576_at"
"gene_2236"	-1.45165025879574	3.27180257999949e-05	0.00217907842628992	"CA2"	"209301_at"	3060438	"760_at"
"gene_12895"	-1.45469005392183	3.32366071175485e-05	0.0022038652437592	"PIGR"	"204213_at"	6940333	"5284_at"
"gene_9311"	0.653203826014523	3.43580189016561e-05	0.00226130191306953	"LHX2"	"206140_at"	4260424	"9355_at"
"gene_6094"	-0.441930129695468	3.44032778430058e-05	0.00226130191306953	"FKBP14"	"219390_at"	1110072	"55033_at"
"gene_10619"	0.843633121484892	3.47980717980683e-05	0.00227730685523706	"MT2A"	"212185_x_at"	6760048	"4502_at"
"gene_16273"	1.05319840152932	3.50680148396293e-05	0.00228503791933377	"SLC27A5"	"219733_s_at"	2970390	"10998_at"
"gene_1408"	1.1758458492641	3.71918004824053e-05	0.00240913912930165	"ASGR2"	"206130_s_at"	3520113	"433_at"
"gene_7984"	-1.06470098518486	3.72926798516665e-05	0.00240913912930165	"ID1"	"208937_s_at"	5570538	"3397_at"
"gene_4292"	1.24707220853992	3.76517261554941e-05	0.00242193923971153	"CYP2C9"	"216661_x_at"	1240703	"1559_at"
"gene_4637"	0.773788439843149	3.90243514627331e-05	0.00249955122645557	"DIO1"	"206457_s_at"	1740224	"1733_at"
"gene_18487"	-0.844672107958103	3.98654415414096e-05	0.00254260434780211	"TPSG1"	"220339_s_at"	6980142	"25823_at"
"gene_2662"	-0.577808514106896	4.20082336409349e-05	0.0026679659610268	"CCNA2"	"213226_at"	6770671	"890_at"
"gene_16290"	2.83604397612944	4.26774177850797e-05	0.00269907769958412	"SLC2A2"	"206535_at"	2680605	"6514_at"
"gene_23"	0.81802546317354	4.51842313579158e-05	0.00283438348168104	"ABAT"	"209459_s_at"	1030685	"18_at"
"gene_8131"	-0.812019070880488	4.51934650281324e-05	0.00283438348168104	"IGFBP5"	"211959_at"	1050070	"3488_at"
"gene_7322"	-0.400775298489022	4.61435505903819e-05	0.00288196150824244	"H2AFZ"	"213911_s_at"	4920730	"3015_at"
"gene_9024"	0.537035729504736	4.87448772942142e-05	0.00303185079765501	"KMO"	"205306_x_at"	5290307	"8564_at"
"gene_3241"	-0.775565499933556	5.01910788822987e-05	0.00310895522360642	"CH25H"	"206932_at"	6370278	"9023_at"
"gene_7092"	-0.31361444087384	5.10183513647543e-05	0.00314724682271427	"GPX7"	"213170_at"	3830538	"2882_at"
"gene_13085"	-0.649200460292357	5.1952824215791e-05	0.00319181187794321	"PLAU"	"205479_s_at"	1740349	"5328_at"
"gene_10572"	-1.23760897618028	5.29594810783906e-05	0.0032404313381786	"MS4A12"	"220834_at"	7050064	"54860_at"
"gene_453"	1.08415035075877	5.36415580701528e-05	0.00326887745778113	"ADH1A"	"207820_at"	6020441	"124_at"
"gene_4288"	1.26143550992523	5.48087600324374e-05	0.00331749835304519	"CYP2C9"	"217558_at"	1240703	"1559_at"
"gene_9643"	-0.84384726219639	5.49208809531839e-05	0.00331749835304519	"MAB21L2"	"210302_s_at"	70400	"10586_at"
"gene_19404"	0.527226475896077	5.51006237218507e-05	0.00331749835304519	"VSIG4"	"204787_at"	4200008	"11326_at"
"gene_12644"	0.729992319520307	5.65478856978392e-05	0.00339107081882022	"PDZK1"	"205380_at"	2260156	"5174_at"
"gene_4204"	1.34119918580635	5.91689288141421e-05	0.00353416950996217	"CXCL12"	"209687_at"	4670202	"6387_at"
"gene_7086"	0.952796114540199	6.10415528580576e-05	0.00363161048861456	"GPX3"	"201348_at"	840050	"2878_at"
"gene_3075"	0.925815583222417	6.16663152200588e-05	0.00365433612870994	"CDO1"	"204154_at"	730202	"1036_at"
"gene_5748"	0.796994563900328	6.24609381913195e-05	0.00367278690126676	"F10"	"205620_at"	4390128	"2159_at"
"gene_15804"	0.868875547438242	6.27302798901863e-05	0.00367278690126676	"SERPING1"	"200986_at"	4490402	"710_at"
"gene_3415"	-0.393029351685718	6.28731610130978e-05	0.00367278690126676	"CLCN3"	"201735_s_at"	4730019	"1182_at"
"gene_1162"	1.27475892248357	6.29536952250083e-05	0.00367278690126676	"AQP9"	"205568_at"	6770564	"366_at"
"gene_5756"	1.00877197767288	6.42802964267007e-05	0.00373570278692934	"F13B"	"207810_at"	4390195	"2165_at"
"gene_9596"	-1.01575738566951	6.46641206084032e-05	0.00374175027625517	"LUM"	"201744_s_at"	1780215	"4060_at"
"gene_17766"	-0.539050855872928	6.48815321620116e-05	0.00374175027625517	"TCF4"	"213891_s_at"	3440022	"6925_at"
"gene_5447"	-0.650307962013362	6.51431216220291e-05	0.00374249720097245	"ENPP2"	"210839_s_at"	3520148	"5168_at"
"gene_967"	-0.947776751676946	6.67798477819676e-05	0.00382194018560523	"ANTXR1"	"220092_s_at"	5340754	"84168_at"
"gene_3693"	-0.560690659636691	6.75134083503101e-05	0.00384928720639722	"COL6A2"	"213290_at"	2940411	"1292_at"
"gene_4139"	0.449565050379819	6.82844578780827e-05	0.00387591495162948	"CTSB"	"213275_x_at"	4540615	"1508_at"
"gene_6253"	-0.799652404448217	6.84954409469466e-05	0.00387591495162948	"FRZB"	"203698_s_at"	4590541	"2487_at"
"gene_5175"	0.534193649656501	6.88575728398494e-05	0.0038818134321551	"EFNA1"	"202023_at"	6420386	"1942_at"
"gene_11990"	1.46816034500404	6.9836777645285e-05	0.00392232528774936	"PAH"	"205719_s_at"	2810228	"5053_at"
"gene_13327"	1.00748805544013	7.2708124358483e-05	0.00406841147897355	"PON1"	"206345_s_at"	6550328	"5444_at"
"gene_1953"	1.0887956959869	7.41538956872774e-05	0.00413039711845322	"BHMT"	"206119_at"	2230114	"635_at"
"gene_17767"	-0.553555794753298	7.45790222970305e-05	0.00413039711845322	"TCF4"	"203753_at"	3440022	"6925_at"
"gene_6301"	-0.367726269085769	7.46391188027688e-05	0.00413039711845322	"FUT8"	"203988_s_at"	2470114	"2530_at"
"gene_569"	1.39752653887125	7.52897192327972e-05	0.00415113865894529	"AGXT"	"210326_at"	4920678	"189_at"
"gene_9645"	-0.736285485371351	7.55912322993863e-05	0.00415255192908891	"MAB21L2"	"210303_at"	1980431	"10586_at"
"gene_8182"	-1.02247507779735	7.62802131648248e-05	0.00417516279475252	"IL13RA2"	"206172_at"	360731	"3598_at"
"gene_789"	2.05158958697642	7.68131479703174e-05	0.00418909964945368	"ALDOB"	"204705_x_at"	6560273	"229_at"
"gene_15776"	1.19039446496004	7.74421592161805e-05	0.00420815660838249	"SERPINA1"	"211428_at"	2450414	"5265_at"
"gene_2509"	-0.592083688430605	7.93836622691098e-05	0.00429813987221094	"CASP1"	"211366_x_at"	6550739	"834_at"
"gene_1711"	0.682466479083945	8.05240671165585e-05	0.00434425899010193	"AZGP1"	"217014_s_at"	1510324	"563_at"
"gene_8209"	-0.80870939097067	8.57919084264361e-05	0.00461192787726684	"IL1B"	"39402_at"	6650161	"3553_at"
"gene_4205"	1.27986312813968	8.61310716261748e-05	0.0046136828829793	"CXCL12"	"209687_at"	6940286	"6387_at"
"gene_17758"	-0.915456122859151	8.80609716317483e-05	0.00470033242908183	"TCF21"	"204931_at"	5130458	"6943_at"
"gene_14931"	-0.574567599046093	8.95922483028181e-05	0.00474887060086035	"RNF125"	"207735_at"	3460368	"54941_at"
"gene_1407"	1.53513112550379	8.96013320917047e-05	0.00474887060086035	"ASGR1"	"206743_s_at"	6650484	"432_at"
"gene_15777"	1.17153664040046	9.24659481204805e-05	0.00488349982845429	"SERPINA10"	"220626_at"	990528	"51156_at"
"gene_9485"	-0.48535684646576	9.31849548457648e-05	0.00490426552565892	"LRRC15"	"213909_at"	4590386	"131578_at"
"gene_1949"	0.727686426048508	9.43487181027655e-05	0.00494821221213528	"BGN"	"201261_x_at"	240341	"633_at"
"gene_3827"	1.41679305349734	9.72679071825898e-05	0.00507247885606125	"CPS1"	"204920_at"	6550411	"1373_at"
"gene_1123"	0.75338106330909	9.73921332315773e-05	0.00507247885606125	"APOE"	"212874_at"	4150338	"348_at"
"gene_4285"	1.39964526194786	9.81747305962772e-05	0.00509560705150057	"CYP2C8"	"219903_s_at"	4730431	"1558_at"
"gene_2973"	-1.03804759106066	0.000100040326138374	0.00517459446403715	"CDH11"	"207172_s_at"	2030576	"1009_at"
"gene_6661"	1.02902732484745	0.000102016991417362	0.00525876628361005	"GHR"	"205498_at"	3940615	"2690_at"
"gene_7979"	-0.322463335837234	0.000102620236141573	0.00527180817202374	"ICMT"	"201609_x_at"	1660187	"23463_at"
"gene_8478"	-0.39869227700019	0.000102986096613417	0.00527260791233043	"ITGA8"	"214265_at"	5360075	"8516_at"
"gene_7746"	0.895535059680861	0.000107978100916742	0.00550944533897896	"HPN"	"204934_s_at"	7400709	"3249_at"
"gene_3411"	-0.438465795735441	0.000109739346268947	0.00558039405418981	"CLCN3"	"201733_at"	4730019	"1182_at"
"gene_9138"	-0.470436955788726	0.000111548262816328	0.00565328098286654	"LAMB1"	"201505_at"	1170328	"3912_at"
"gene_13582"	-0.625717436653941	0.000113379777011598	0.00572682014623682	"PRDM1"	"217192_s_at"	4890372	"639_at"
"gene_13628"	1.01975331002365	0.000114001565736573	0.00573896845306654	"PRG4"	"206007_at"	610307	"10216_at"
"gene_4142"	0.351193524710022	0.000117759482793383	0.00590838578335335	"CTSB"	"200839_s_at"	4540615	"1508_at"
"gene_1950"	0.742704411992735	0.000120462065622863	0.00602390369353932	"BGN"	"213905_x_at"	240341	"633_at"
"gene_16964"	0.9441902708756	0.000122300006167114	0.00609434810614375	"SPP2"	"214478_at"	7610048	"6694_at"
"gene_11930"	-0.532446704715209	0.000122680539208182	0.00609434810614375	"OXCT1"	"202780_at"	7200195	"5019_at"
"gene_11736"	-0.440319908174911	0.000124047992961381	0.00614200786202205	"NXN"	"219489_s_at"	3890386	"64359_at"
"gene_5133"	-0.838184117918491	0.00012457343152973	0.00614780095536226	"EDNRA"	"204463_s_at"	2480142	"1909_at"
"gene_16110"	-0.503803962028696	0.000125825995723545	0.00618406211770839	"SLC12A2"	"204404_at"	6860035	"6558_at"
"gene_4282"	0.785624632491992	0.000126217132692666	0.00618406211770839	"CYP2C18"	"208126_s_at"	5340255	"1562_at"
"gene_6352"	2.1281073923591	0.000126540734271471	0.00618406211770839	"G6PC"	"206952_at"	4900328	"2538_at"
"gene_1445"	0.820997530912032	0.000131824690946859	0.00642144093246643	"ATF5"	"204999_s_at"	6040358	"22809_at"
"gene_2972"	-0.893786837094555	0.000132665109643351	0.00644153300113457	"CDH11"	"207173_x_at"	2030576	"1009_at"
"gene_2239"	-1.0942674879054	0.000133913195761908	0.00648122643925479	"CA4"	"206209_s_at"	3990296	"762_at"
"gene_4893"	1.19040429178796	0.000135891009374845	0.00655587010612233	"DPYS"	"206065_s_at"	5570731	"1807_at"
"gene_7085"	0.852303141354529	0.000146475712962965	0.00704393748088992	"GPX3"	"214091_s_at"	840050	"2878_at"
"gene_7340"	1.00512681310032	0.000147714205443244	0.00705911357744323	"HAO1"	"220224_at"	1090370	"54363_at"
"gene_17872"	2.02166576586646	0.000147729257035252	0.00705911357744323	"TF"	"220109_at"	5080474	"7018_at"
"gene_9134"	-0.535399609158272	0.000153019025750694	0.00728874169493493	"LAMA4"	"210990_s_at"	4730768	"3910_at"
"gene_10266"	-0.721912314689008	0.000156808414340628	0.00742768098022791	"MFAP5"	"209758_s_at"	2000576	"8076_at"
"gene_11498"	-0.534241858250147	0.000156922837610449	0.00742768098022791	"NR3C2"	"205259_at"	1450255	"4306_at"
"gene_16365"	-0.506944568546771	0.000159318384265341	0.00751743047010003	"SLC39A8"	"209267_s_at"	2230484	"64116_at"
"gene_18916"	0.607591033408189	0.000167352213217713	0.00787182972922816	"TYROBP"	"204122_at"	4280674	"7305_at"
"gene_6164"	0.991028859043502	0.000168777635314698	0.00791414631388421	"FN1"	"212464_s_at"	4200167	"2335_at"
"gene_16960"	-0.862858535219513	0.000172143906230514	0.00804692570366987	"SPON1"	"209437_s_at"	2940142	"10418_at"
"gene_17768"	-0.893538891647402	0.000173551634517751	0.00808761363083961	"TCF4"	"222146_s_at"	3440022	"6925_at"
"gene_17269"	-0.445197277880592	0.000174466268096195	0.00810514280056766	"STIL"	"205339_at"	1090037	"6491_at"
"gene_7983"	-0.942071248751525	0.000175890910850487	0.00812713184796714	"ID1"	"208937_s_at"	6270292	"3397_at"
"gene_12652"	-0.441737847724095	0.000176166441323073	0.00812713184796714	"PECAM1"	"208982_at"	4810377	"5175_at"
"gene_12362"	-0.381744504067668	0.000176559401693147	0.00812713184796714	"PCNA"	"201202_at"	4540554	"5111_at"
"gene_5764"	1.00096640880956	0.000178807349694515	0.00820551288903	"F5"	"204713_s_at"	3940433	"2153_at"
"gene_9103"	0.783782915477922	0.000179661119179911	0.0082196327230882	"KYNU"	"217388_s_at"	4570735	"8942_at"
"gene_16234"	-0.404591126561174	0.000182495246480379	0.00832399530309897	"SLC25A12"	"203339_at"	2100193	"8604_at"
"gene_9445"	-0.627759934368062	0.000183680527638631	0.00835274713600203	"LPHN3"	"209866_s_at"	650092	"23284_at"
"gene_6162"	0.956233094005277	0.000184262458884352	0.00835397147929901	"FN1"	"211719_x_at"	4200167	"2335_at"
"gene_10593"	0.986538872910719	0.000194718201452568	0.00880149660139355	"MSR1"	"214770_at"	7200438	"4481_at"
"gene_17899"	-0.951420408905135	0.000196074699752901	0.00883627658886425	"TFF1"	"205009_at"	7100121	"7031_at"
"gene_6078"	-0.625282300743802	0.000202943739194592	0.0090651117823641	"FHL1"	"201540_at"	2320475	"2273_at"
"gene_13616"	0.716641309249629	0.000203149270544265	0.0090651117823641	"PRELP"	"204223_at"	520390	"5549_at"
"gene_6160"	0.972131546957901	0.000203274459393592	0.0090651117823641	"FN1"	"216442_x_at"	4200167	"2335_at"
"gene_47"	0.695188778326732	0.000203777847195015	0.0090651117823641	"ABCB11"	"208288_at"	2140446	"8647_at"
"gene_10768"	-1.06543296374838	0.000204163758585001	0.0090651117823641	"MYH11"	"201497_x_at"	7200634	"4629_at"
"gene_10594"	0.982407638644052	0.000209378947440239	0.00924162538971277	"MSR1"	"214770_at"	7610215	"4481_at"
"gene_6966"	-0.462027477686145	0.000209511940035691	0.00924162538971277	"GPD1L"	"212510_at"	510301	"23171_at"
"gene_2518"	-0.557271961381699	0.000209981124321138	0.00924162538971277	"CASP1"	"209970_x_at"	6550739	"834_at"
"gene_16352"	0.633269804068681	0.000212519196147717	0.00932606105077385	"SLC38A3"	"205972_at"	1230735	"10991_at"
"gene_6158"	0.947303722946455	0.000214206732336984	0.00937278992772174	"FN1"	"210495_x_at"	4200167	"2335_at"
"gene_783"	1.72814881541165	0.000215181230324132	0.00938813877924298	"ALDOB"	"217238_s_at"	6560273	"229_at"
"gene_4987"	-1.36647664175821	0.000223432968737957	0.0097199799001264	"DUOX2"	"219727_at"	1850288	"50506_at"
"gene_7734"	-0.522380631536898	0.000225611406275766	0.00978184379127885	"HP1BP3"	"220633_s_at"	150291	"50809_at"
"gene_10696"	0.482666846229913	0.000226154772745485	0.00978184379127885	"MTSS1"	"203037_s_at"	1580014	"9788_at"
"gene_2664"	-0.488547375608393	0.000227680589535515	0.00981962244609906	"CCNB1"	"214710_s_at"	1570494	"891_at"
"gene_12146"	-0.612410409755147	0.000230372213897656	0.00990732161025005	"PBK"	"219148_at"	3060136	"55872_at"
"gene_14535"	0.64809977266336	0.000231524469351717	0.00992850801333915	"RASSF4"	"49306_at"	7560259	"83937_at"
"gene_231"	0.471926746219662	0.000238577318976526	0.0102018914921439	"ACOX2"	"205364_at"	1580598	"8309_at"
"gene_5446"	-0.698264909583526	0.000242188970134623	0.0103269925735591	"ENPP2"	"209392_at"	3520148	"5168_at"
"gene_17407"	1.57662760617911	0.00024403273275249	0.0103749761686996	"SULT2A1"	"206293_at"	50392	"6822_at"
"gene_3696"	-0.860291330771558	0.000244692834167443	0.0103749761686996	"COL7A1"	"204136_at"	6510746	"1294_at"
"gene_17870"	1.74543077210286	0.000245698470533735	0.0103883521867241	"TF"	"214064_at"	5080474	"7018_at"
"gene_3417"	-0.353332979054557	0.000247961821307628	0.0104546816087463	"CLCN3"	"201734_at"	4730019	"1182_at"
"gene_17764"	-0.570296239630287	0.000251701953046152	0.0105268444504908	"TCF4"	"212387_at"	3440022	"6925_at"
"gene_8541"	-0.691694048512396	0.000253039343914718	0.0105268444504908	"ITM2C"	"221004_s_at"	6520048	"81618_at"
"gene_3292"	-0.839555840619699	0.00025307702736977	0.0105268444504908	"CHL1"	"204591_at"	1090192	"10752_at"
"gene_9383"	0.915932120480009	0.000253251607948589	0.0105268444504908	"LIPC"	"206606_at"	620241	"3990_at"
"gene_16094"	1.07774814151155	0.000253582305795808	0.0105268444504908	"SLC10A1"	"207185_at"	4260609	"6554_at"
"gene_4638"	0.616557612743149	0.000254860968252184	0.0105268444504908	"DIO1"	"206457_s_at"	540246	"1733_at"
"gene_17632"	1.32636894637673	0.000255223209221968	0.0105268444504908	"TAT"	"206916_x_at"	1580671	"6898_at"
"gene_10093"	-0.47621282528301	0.000255268284907597	0.0105268444504908	"MCAM"	"209086_x_at"	460497	"4162_at"
"gene_13775"	-0.618261165871155	0.0002628719548583	0.0107597225051189	"PRRX1"	"205991_s_at"	6900750	"5396_at"
"gene_9102"	0.730004377977922	0.000262998476457051	0.0107597225051189	"KYNU"	"217388_s_at"	4900524	"8942_at"
"gene_10053"	1.69834566686092	0.00026305991774407	0.0107597225051189	"MBL2"	"207256_at"	3450189	"4153_at"
"gene_4203"	1.18219931263968	0.000266526413961983	0.0108719663494736	"CXCL12"	"209687_at"	2350482	"6387_at"
"gene_6764"	0.362073588313035	0.000269550657472379	0.0109421444362142	"GLUL"	"215001_s_at"	2190594	"2752_at"
"gene_9514"	-0.322272607684716	0.000269700743146124	0.0109421444362142	"LRRC8B"	"212978_at"	3180450	"23507_at"
"gene_15579"	0.364136517700954	0.000270675795577514	0.0109521829973998	"SCARB1"	"201819_at"	6100709	"949_at"
"gene_17759"	-0.838204146859152	0.000274941025141424	0.0110949391700502	"TCF21"	"204931_at"	4730689	"6943_at"
"gene_12044"	0.242846295083801	0.000277290580141538	0.0111598337227017	"PAOX"	"50400_at"	290239	"196743_at"
"gene_12653"	-1.09857441122676	0.00028039576742405	0.0112547122433781	"PECAM1"	"208983_s_at"	4810377	"5175_at"
"gene_12729"	-0.553919763682109	0.000287325953072508	0.0114538214729694	"PFKFB2"	"207931_s_at"	3190326	"5208_at"
"gene_5799"	-0.437609720821008	0.000287665110508317	0.0114538214729694	"FAM105A"	"219694_at"	50397	"54491_at"
"gene_13048"	-1.42785874283944	0.000287828709510828	0.0114538214729694	"PLA2G2A"	"203649_s_at"	2490673	"5320_at"
"gene_18671"	-0.422710427392453	0.000288400102196079	0.0114538214729694	"TRIP13"	"204033_at"	240564	"9319_at"
"gene_13797"	0.315549888833352	0.000293021079369376	0.0116067191754417	"PSAP"	"200871_s_at"	6960240	"5660_at"
"gene_456"	1.31556705358799	0.000294846149662607	0.0116287408600774	"ADH1B"	"209614_at"	5910403	"125_at"
"gene_11991"	0.983144448530594	0.000295122177022958	0.0116287408600774	"PAH"	"217583_at"	2810228	"5053_at"
"gene_10397"	-0.652576545100802	0.000296695027642634	0.0116601920524202	"MMP10"	"205680_at"	1400682	"4319_at"
"gene_2642"	-0.723186333711254	0.000301491442600407	0.0118178364427639	"CCL11"	"210133_at"	3830196	"6356_at"
"gene_893"	0.63324823458788	0.000304063800098716	0.0118869842542146	"ANGPTL4"	"221009_s_at"	2630609	"51129_at"
"gene_17156"	-0.33314715834195	0.000304834966923122	0.0118869842542146	"SSX2IP"	"203017_s_at"	7100561	"117178_at"
"gene_5830"	-0.349184770017561	0.000310598020380628	0.012053633100455	"FAM98A"	"212333_at"	7610338	"25940_at"
"gene_2226"	-1.26409851581897	0.000310710180904632	0.012053633100455	"CA1"	"205950_s_at"	6330376	"759_at"
"gene_8622"	-0.672192507192811	0.000314235098879037	0.012159040381304	"KAL1"	"205206_at"	3190392	"3730_at"
"gene_15782"	1.11730753206586	0.000319567531890732	0.0123336679231264	"SERPINA7"	"206386_at"	830035	"6906_at"
"gene_10094"	-0.343800221002137	0.000325314540324167	0.0125233617927349	"MCAM"	"211042_x_at"	460497	"4162_at"
"gene_19563"	-0.792481708565607	0.000330030487144255	0.012672497174733	"WNT2"	"205648_at"	780170	"7472_at"
"gene_14694"	-1.76725254161346	0.000335093504182458	0.0128341664757108	"REG1A"	"209752_at"	1570053	"5967_at"
"gene_5132"	-0.788616665493219	0.00033837077284033	0.0129267940933823	"EDNRA"	"216235_s_at"	2480142	"1909_at"
"gene_9456"	-0.271421714234436	0.000345459450576082	0.0131641915191676	"LRBA"	"214109_at"	4850176	"987_at"
"gene_8134"	-0.742193652465301	0.000347196897828122	0.0131969891568407	"IGFBP5"	"211958_at"	1050070	"3488_at"
"gene_13148"	-0.356313076104019	0.00035375934485547	0.0134125583344195	"PLK1"	"202240_at"	2030615	"5347_at"
"gene_15672"	0.655515204558993	0.000360002877393648	0.0136149831922844	"SDS"	"205695_at"	4180136	"10993_at"
"gene_9646"	-0.654483809271352	0.000364170283980574	0.0137380729686105	"MAB21L2"	"210303_at"	70400	"10586_at"
"gene_18199"	0.280339721014909	0.000370854255851057	0.0139552456476753	"TMEM134"	"218531_at"	3290242	"80194_at"
"gene_555"	-0.446899888442679	0.000378581573015228	0.0142104983466963	"AGPAT5"	"218096_at"	4050408	"55326_at"
"gene_3754"	-0.375692913072547	0.000379570864595906	0.0142121906813373	"COQ2"	"213379_at"	4810411	"27235_at"
"gene_6189"	-0.791939077355394	0.00038352815269356	0.01429401257497	"FOS"	"209189_at"	4250379	"2353_at"
"gene_2159"	-0.427520209232224	0.000383655399965977	0.01429401257497	"BTNL3"	"217207_s_at"	1660278	"10917_at"
"gene_16493"	0.478941350672144	0.000389429260031099	0.0144733067209583	"SLCO2B1"	"203473_at"	770328	"11309_at"
"gene_10127"	-0.510937315784121	0.00039863295426186	0.0147788749447033	"MCM4"	"212141_at"	5910528	"4173_at"
"gene_7975"	-0.289894216555029	0.000406808792557877	0.0150449286132215	"ICMT"	"201611_s_at"	1660187	"23463_at"
"gene_4141"	0.385348711303452	0.000408383059128733	0.0150661318774649	"CTSB"	"213274_s_at"	4540615	"1508_at"
"gene_3955"	0.369131415693696	0.000414145803253049	0.015238283715363	"CSAD"	"221139_s_at"	2120129	"51380_at"
"gene_13724"	-0.651745034811011	0.000415074164449828	0.015238283715363	"PROM1"	"204304_s_at"	7320403	"8842_at"
